,BRANCH_NAME,ACCESSION,TAXON_ID,LINEAGE,TITLE
35,NM_214259_2_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_mRNA_1,NM_214259.2,9823,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus', 'Sus scrofa']","Sus scrofa brain derived neurotrophic factor (BDNF), mRNA"
36,XM_005654684_3_PREDICTED_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_005654684.3,9823,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus', 'Sus scrofa']","PREDICTED: Sus scrofa brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
37,XM_037522543_1_PREDICTED_Talpa_occidentalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA_5,XM_037522543.1,50954,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Talpidae', 'Talpa', 'Talpa occidentalis']","PREDICTED: Talpa occidentalis brain derived neurotrophic factor (BDNF), transcript variant X6, mRNA"
38,XM_037522538_1_PREDICTED_Talpa_occidentalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_037522538.1,50954,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Talpidae', 'Talpa', 'Talpa occidentalis']","PREDICTED: Talpa occidentalis brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
39,XM_012725669_1_PREDICTED_Condylura_cristata_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA_5,XM_012725669.1,143302,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Talpidae', 'Condylura', 'Condylura cristata']","PREDICTED: Condylura cristata brain-derived neurotrophic factor (BDNF), transcript variant X6, mRNA"
40,XM_004682964_2_PREDICTED_Condylura_cristata_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_004682964.2,143302,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Talpidae', 'Condylura', 'Condylura cristata']","PREDICTED: Condylura cristata brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
41,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA_1,XM_030333208.1,61383,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Lynx', 'Lynx canadensis']","PREDICTED: Lynx canadensis brain derived neurotrophic factor (BDNF), mRNA"
42,NM_001009828_1_Felis_catus_brain_derived_neurotrophic_factor_BDNF_mRNA_1,NM_001009828.1,9685,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Felis', 'Felis catus']","Felis catus brain derived neurotrophic factor (BDNF), mRNA"
43,XM_017667617_2_PREDICTED_Manis_javanica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X4_mRNA_3,XM_017667617.2,9974,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis', 'Manis javanica']","PREDICTED: Manis javanica brain derived neurotrophic factor (BDNF), transcript variant X4, mRNA"
44,XM_017667612_2_PREDICTED_Manis_javanica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_017667612.2,9974,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis', 'Manis javanica']","PREDICTED: Manis javanica brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
45,XM_036879082_1_PREDICTED_Manis_pentadactyla_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X4_mRNA_3,XM_036879082.1,143292,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis', 'Manis pentadactyla']","PREDICTED: Manis pentadactyla brain derived neurotrophic factor (BDNF), transcript variant X4, mRNA"
46,XM_036879079_1_PREDICTED_Manis_pentadactyla_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_036879079.1,143292,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis', 'Manis pentadactyla']","PREDICTED: Manis pentadactyla brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
47,XM_016194242_1_PREDICTED_Erinaceus_europaeus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_2,XM_016194242.1,9365,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Erinaceidae', 'Erinaceinae', 'Erinaceus', 'Erinaceus europaeus']","PREDICTED: Erinaceus europaeus brain-derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
48,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA_1,XM_036763631.1,9337,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Phalangeridae', 'Trichosurus', 'Trichosurus vulpecula']","PREDICTED: Trichosurus vulpecula brain derived neurotrophic factor (BDNF), mRNA"
49,XM_027852579_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_2,XM_027852579.1,29139,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Vombatidae', 'Vombatus', 'Vombatus ursinus']","PREDICTED: Vombatus ursinus brain derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
50,XM_020977980_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X5_mRNA_3,XM_020977980.1,38626,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Phascolarctidae', 'Phascolarctos', 'Phascolarctos cinereus']","PREDICTED: Phascolarctos cinereus brain derived neurotrophic factor (BDNF), transcript variant X5, mRNA"
51,XM_020977976_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_020977976.1,38626,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Phascolarctidae', 'Phascolarctos', 'Phascolarctos cinereus']","PREDICTED: Phascolarctos cinereus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
52,XM_020977977_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_1,XM_020977977.1,38626,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Diprotodontia', 'Phascolarctidae', 'Phascolarctos', 'Phascolarctos cinereus']","PREDICTED: Phascolarctos cinereus brain derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
53,XM_031944161_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X5_mRNA_4,XM_031944161.1,9305,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus', 'Sarcophilus harrisii']","PREDICTED: Sarcophilus harrisii brain derived neurotrophic factor (BDNF), transcript variant X5, mRNA"
54,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_031944159.1,9305,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus', 'Sarcophilus harrisii']","PREDICTED: Sarcophilus harrisii brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
55,XM_007497203_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X8_mRNA_6,XM_007497203.2,13616,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Didelphinae', 'Monodelphis', 'Monodelphis domestica']","PREDICTED: Monodelphis domestica brain-derived neurotrophic factor (BDNF), transcript variant X8, mRNA"
56,XM_007497196_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_007497196.2,13616,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Didelphinae', 'Monodelphis', 'Monodelphis domestica']","PREDICTED: Monodelphis domestica brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
57,XM_029059318_2_PREDICTED_Ornithorhynchus_anatinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_1,XM_029059318.2,9258,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Prototheria', 'Monotremata', 'Ornithorhynchidae', 'Ornithorhynchus', 'Ornithorhynchus anatinus']","PREDICTED: Ornithorhynchus anatinus brain derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
58,XM_029059317_2_PREDICTED_Ornithorhynchus_anatinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_029059317.2,9258,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Prototheria', 'Monotremata', 'Ornithorhynchidae', 'Ornithorhynchus', 'Ornithorhynchus anatinus']","PREDICTED: Ornithorhynchus anatinus brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
59,XM_012523604_2_PREDICTED_Dasypus_novemcinctus_brain_derived_neurotrophic_factor_BDNF_mRNA_1,XM_012523604.2,9361,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Xenarthra', 'Cingulata', 'Dasypodidae', 'Dasypus', 'Dasypus novemcinctus']","PREDICTED: Dasypus novemcinctus brain derived neurotrophic factor (BDNF), mRNA"
60,XM_007951952_1_PREDICTED_Orycteropus_afer_afer_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_5,XM_007951952.1,1230840,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tubulidentata', 'Orycteropodidae', 'Orycteropus', 'Orycteropus afer', 'Orycteropus afer afer']","PREDICTED: Orycteropus afer afer brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
61,XM_004369735_2_PREDICTED_Trichechus_manatus_latirostris_brain_derived_neurotrophic_factor_LOC101350169_transcript_variant_X2_mRNA_4,XM_004369735.2,127582,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Sirenia', 'Trichechidae', 'Trichechus', 'Trichechus manatus', 'Trichechus manatus latirostris']","PREDICTED: Trichechus manatus latirostris brain derived neurotrophic factor (LOC101350169), transcript variant X2, mRNA"
62,XM_004369733_1_PREDICTED_Trichechus_manatus_latirostris_brain_derived_neurotrophic_factor_LOC101350169_transcript_variant_X1_mRNA_1,XM_004369733.1,127582,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Sirenia', 'Trichechidae', 'Trichechus', 'Trichechus manatus', 'Trichechus manatus latirostris']","PREDICTED: Trichechus manatus latirostris brain derived neurotrophic factor (LOC101350169), transcript variant X1, mRNA"
63,XM_008584222_1_PREDICTED_Galeopterus_variegatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X8_mRNA_6,XM_008584222.1,482537,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Dermoptera', 'Cynocephalidae', 'Galeopterus', 'Galeopterus variegatus']","PREDICTED: Galeopterus variegatus brain-derived neurotrophic factor (BDNF), transcript variant X8, mRNA"
64,XM_008584165_1_PREDICTED_Galeopterus_variegatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_008584165.1,482537,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Dermoptera', 'Cynocephalidae', 'Galeopterus', 'Galeopterus variegatus']","PREDICTED: Galeopterus variegatus brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
65,XM_008584174_1_PREDICTED_Galeopterus_variegatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_1,XM_008584174.1,482537,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Dermoptera', 'Cynocephalidae', 'Galeopterus', 'Galeopterus variegatus']","PREDICTED: Galeopterus variegatus brain-derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
66,XM_004585443_3_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X4_mRNA_3,XM_004585443.3,9978,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Ochotonidae', 'Ochotona', 'Ochotona princeps']","PREDICTED: Ochotona princeps brain derived neurotrophic factor (BDNF), transcript variant X4, mRNA"
67,XM_004585440_1_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_004585440.1,9978,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Ochotonidae', 'Ochotona', 'Ochotona princeps']","PREDICTED: Ochotona princeps brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
68,XM_006864854_1_PREDICTED_Chrysochloris_asiatica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X4_mRNA_3,XM_006864854.1,185453,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Chrysochloridae', 'Chrysochlorinae', 'Chrysochloris', 'Chrysochloris asiatica']","PREDICTED: Chrysochloris asiatica brain-derived neurotrophic factor (BDNF), transcript variant X4, mRNA"
69,XM_006864851_1_PREDICTED_Chrysochloris_asiatica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_006864851.1,185453,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Chrysochloridae', 'Chrysochlorinae', 'Chrysochloris', 'Chrysochloris asiatica']","PREDICTED: Chrysochloris asiatica brain-derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
70,XM_004708254_2_PREDICTED_Echinops_telfairi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA_1,XM_004708254.2,9371,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tenrecidae', 'Tenrecinae', 'Echinops', 'Echinops telfairi']","PREDICTED: Echinops telfairi brain derived neurotrophic factor (BDNF), transcript variant X2, mRNA"
71,XM_004708253_2_PREDICTED_Echinops_telfairi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA_1,XM_004708253.2,9371,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tenrecidae', 'Tenrecinae', 'Echinops', 'Echinops telfairi']","PREDICTED: Echinops telfairi brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
72,XM_006883717_1_PREDICTED_Elephantulus_edwardii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X5_mRNA_4,XM_006883717.1,28737,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Macroscelidea', 'Macroscelididae', 'Elephantulus', 'Elephantulus edwardii']","PREDICTED: Elephantulus edwardii brain-derived neurotrophic factor (BDNF), transcript variant X5, mRNA"
